ID_Gunung,Nama_Gunung,Lokasi_Kabupaten,Ketinggian_MDPL,Tingkat_Kesulitan_Pendakian,Cocok_Untuk_Pemula,Durasi_Pendakian_Hari,Budget_Per_Orang_Rupiah,Jumlah_Pos_Pendakian,Keberadaan_Sumber_Air,Fitur_Utama_Objek_Wisata,Karakteristik_Jalur,Fasilitas_Basecamp,Akses_Transportasi,Pemandangan_Utama,Musim_Terbaik_Kunjungan,Rating_Rata_Rata
1958,Betiri,Jember; Banyuwangi,1233,Sangat Mudah,Tidak,1,100000,2,Tidak,"Spot sunrise terbaik, Panorama kota, Gurun pasir","Variasi medan dataran rendah, Beberapa tanjakan curam",Mushola,Dekat jalan raya utama,Sunset view,Musim Kemarau Awal,3.0
1959,Blorobrubuh,Mojokerto,2282,Mudah,Ya,1,150000,2,Tidak,Kawah belerang,"Jalur berlumpur, Jalur panjang dan melelahkan","Penginapan sederhana, Basecamp dasar",Jalur pedesaan yang sempit,Pemandangan laut,Sepanjang Tahun,3.3
1960,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,2,250000,3,Tidak,"Pemandangan sunrise, Panorama kota","Melintasi padang edelweis, Melewati sungai kecil, Banyak bonus pemandangan","Jasa porter, Pusat informasi",Membutuhkan kendaraan pribadi,Pemandangan perkebunan,Kemarau,4.0
1961,Kelud,Kediri; Blitar; Malang,1731,Sedang,Ya,2,450000,2,Tidak,Ranu Kumbolo,"Area padang rumput, Jalur curam di beberapa titik","Petugas siaga, Warung",Mudah dijangkau kendaraan umum,Sunset view,Musim Semi,4.0
1962,Ijen,Banyuwangi,2386,Sedang,Tidak,1,250000,3,Tergantung Musim,"Puncak ikonik, Jalur utama, Spot sunrise terbaik","Variasi medan dataran rendah, Jalur aman dan terpelihara",Warung,Membutuhkan kendaraan pribadi,Pemandangan laut,Sepanjang Tahun,5.0
1963,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sangat Sulit,Tidak,4,1500000,4,Tidak,"Pemandangan kota dari ketinggian, Spot sunrise terbaik","Melintasi jalur rel kereta api tua, Variasi medan dataran rendah","Penyewaan alat camping, Area parkir, Warung",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Kemarau,4.4
1964,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,600000,5,Ya,Pasir vulkanik,Jalur panjang dan melelahkan,"Area camping, Penyewaan alat camping, Pos pendakian lengkap",Mudah dijangkau kendaraan umum,Hutan hijau lebat,Hindari Musim Hujan,4.7
1965,Liman,Ponorogo; Nganjuk,2563,Sedang,Tidak,1,250000,2,Tidak,Kawah belerang,"Medan berbatu, Jalur licin saat hujan, Beberapa tanjakan curam","Sumber air, Basecamp dasar, Warung",Jalur pedesaan yang sempit,Pemandangan laut,Musim Kemarau Awal,3.7
1966,Arjuno,Malang,3339,Sangat Sulit,Tidak,4,900000,6,Tidak,Gurun pasir,Melewati sungai kecil,Pusat informasi,Jalur pedesaan yang sempit,Sunset view,Musim Kemarau Awal,4.1
1967,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,750000,5,Ya,"Budaya lokal kental, Jalur alternatif, Puncak ikonik","Trek berbatu, Melewati sungai kecil, Area padang rumput","Shelter, Area camping, Sumber air",Jalur pedesaan yang sempit,Sunset view,Musim Semi,2.8
1968,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,300000,2,Tidak,"Hutan hujan tropis, Puncak ikonik",Tanjakan terjal,"Toilet, Pos pendakian lengkap, Pusat informasi",Jalur pedesaan yang sempit,Pemandangan kota,Musim Kemarau Awal,4.4
1969,Ijen,Banyuwangi,2386,Sedang,Tidak,1,350000,4,Tergantung Musim,"Lautan pasir, Bukit savana, Jalur alternatif","Melintasi padang edelweis, Hutan lebat dan lembab","Penyewaan alat camping, Toilet, Jasa porter",Jalur pedesaan yang sempit,Pemandangan danau,Kemarau,4.6
1970,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sangat Sulit,Tidak,5,700000,5,Tidak,"View matahari terbit, Air terjun tersembunyi","Tangga alami, Jalur licin saat hujan","Petugas siaga, Mushola",Jalur pedesaan yang sempit,Pemandangan perkebunan,Hindari Musim Hujan,4.1
1971,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Ya,2,450000,2,Tidak,Jalur populer,"Jalur berlumpur, Variasi medan dataran rendah, Tanjakan terjal","Jasa porter, Pos pendakian lengkap, Petugas siaga",Dekat jalan raya utama,Savana,Hindari Musim Hujan,3.8
1972,Ijen,Banyuwangi,2386,Sedang,Tidak,1,350000,2,Tergantung Musim,"Artefak kuno, Kawah belerang, Flora dan fauna unik",Jalur licin saat hujan,"Area camping, Shelter",Membutuhkan ojek lokal,Savana,Kemarau,4.8
1973,Ijen,Banyuwangi,2386,Mudah,Ya,1,300000,2,Tidak,"Flora dan fauna unik, Panorama kota",Jalur berpasir vulkanik,"Toilet, Jasa porter, Shelter",Membutuhkan ojek lokal,Pemandangan kota,Sepanjang Tahun,4.7
1974,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,3,700000,5,Tidak,"Artefak kuno, Pasir vulkanik, Pemandangan kawah",Beberapa tanjakan curam,Mushola,"Akses sulit, perlu off-road",Pemandangan laut,Sepanjang Tahun,4.2
1975,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,3,400000,4,Tergantung Musim,"Bukit savana, Pasir vulkanik, Flora dan fauna unik",Medan berbatu,"Shelter, Basecamp dasar","Akses sulit, perlu off-road",Pemandangan perkebunan,Hindari Musim Hujan,5.0
1976,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,3,400000,3,Ya,Candi kuno,Tanjakan terjal,"Toilet, Mushola, Penginapan sederhana",Dekat jalan raya utama,Pemandangan laut,Hindari Musim Hujan,4.2
1977,Berungkal,Lumajang,1040,Mudah,Ya,2,250000,2,Tidak,"Puncak ikonik, Jalur utama","Banyak bonus pemandangan, Area padang rumput, Beberapa tanjakan curam",Basecamp dasar,Membutuhkan ojek lokal,Pemandangan laut,Musim Semi,2.6
1978,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,750000,3,Tergantung Musim,Danau kawah,Trek berbatu,Pusat informasi,Membutuhkan kendaraan pribadi,Sunset view,Sepanjang Tahun,4.2
1979,Blorobrubuh,Mojokerto,2282,Sedang,Tidak,1,250000,4,Tidak,Matahari terbit,Melewati sungai kecil,"Toilet, Shelter",Mudah dijangkau kendaraan umum,Savana,Musim Kemarau Awal,3.0
1980,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,3,750000,4,Tergantung Musim,Panorama kota,Jalur berpasir vulkanik,"Area camping, Shelter",Mudah dijangkau kendaraan umum,Pemandangan kota,Musim Kemarau Awal,3.6
1981,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,3,400000,4,Ya,Jalur populer,"Melewati sungai kecil, Tanjakan terjal","Penyewaan alat camping, Warung, Penginapan sederhana","Akses sulit, perlu off-road",Hutan hijau lebat,Musim Kemarau Awal,3.5
1982,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,300000,3,Tidak,"Gurun pasir, Air terjun alami, Kawah belerang","Jalur curam di beberapa titik, Area padang rumput","Jasa porter, Pusat informasi, Petugas siaga",Membutuhkan kendaraan pribadi,Sunset view,Musim Kemarau Awal,2.5
1983,Raung,Bondowoso; Jember; Banyuwangi,3244,Sangat Sulit,Tidak,3,900000,6,Tidak,"Pasir vulkanik, Jalur populer, Banyak air terjun kecil","Jalur panjang dan melelahkan, Tangga alami","Pos pendakian lengkap, Toilet, Penyewaan alat camping",Jalur pedesaan yang sempit,Pemandangan perkebunan,Hindari Musim Hujan,4.9
1984,Panderman,Batu,2045,Mudah,Ya,1,300000,2,Tidak,Artefak kuno,"Mendaki punggungan bukit, Jalur curam di beberapa titik, Jalur licin saat hujan","Toilet, Warung, Area camping",Membutuhkan kendaraan pribadi,Savana,Sepanjang Tahun,4.2
1985,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,3,600000,4,Tergantung Musim,"Matahari terbit, Hutan hujan tropis","Hutan lebat dan lembab, Beberapa tanjakan curam, Banyak bonus pemandangan","Jasa porter, Penyewaan alat camping",Dekat jalan raya utama,Pemandangan laut,Sepanjang Tahun,3.5
1986,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,3,900000,7,Tidak,"Jalur utama, Spot sunrise terbaik",Beberapa tanjakan curam,"Pusat informasi, Area camping",Membutuhkan ojek lokal,Pemandangan kawah,Musim Semi,3.9
1987,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,600000,5,Tergantung Musim,"Panorama kota, Desa adat, Ranu Kumbolo","Jalur berpasir vulkanik, Mendaki punggungan bukit","Pusat informasi, Jasa porter, Mushola","Akses sulit, perlu off-road",Pemandangan kota,Musim Semi,2.9
1988,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,3,600000,5,Ya,"Hutan hujan tropis, Panorama kota, Puncak ikonik","Medan terbuka tanpa naungan, Trek berbatu, Melintasi padang edelweis","Shelter, Area parkir",Membutuhkan ojek lokal,Pemandangan laut,Sepanjang Tahun,3.5
1989,Panderman,Batu,2045,Mudah,Ya,2,300000,3,Tidak,"Hutan pinus, Hamparan savana, Puncak tertinggi","Jalur panjang dan melelahkan, Medan terbuka tanpa naungan, Jalur berlumpur","Mushola, Area camping",Dekat jalan raya utama,Savana,Hindari Musim Hujan,3.6
1990,Berungkal,Lumajang,1040,Sangat Mudah,Tidak,1,100000,2,Tidak,City lights,Melewati sungai kecil,Penginapan sederhana,Jalur pedesaan yang sempit,Hutan hijau lebat,Musim Kemarau Awal,2.4
1991,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,3,700000,6,Tidak,"Jalur alternatif, Matahari terbit, Adat istiadat unik","Jalur panjang dan melelahkan, Medan berbatu, Medan terbuka tanpa naungan","Shelter, Toilet, Area parkir",Dekat jalan raya utama,Pemandangan laut,Musim Semi,4.5
1992,Ijen,Banyuwangi,2386,Mudah,Ya,1,250000,2,Tidak,"Hamparan savana, Puncak tertinggi, Pemandangan sunrise",Mendaki punggungan bukit,"Pos pendakian lengkap, Basecamp dasar, Shelter",Jalur pedesaan yang sempit,Pemandangan danau,Musim Kemarau Awal,4.4
1993,Panderman,Batu,2045,Mudah,Ya,2,250000,2,Tidak,Spot sunrise terbaik,"Jalur aman dan terpelihara, Hutan lebat dan lembab, Jalur landai","Mushola, Penyewaan alat camping, Warung",Membutuhkan ojek lokal,Pemandangan kota,Sepanjang Tahun,3.4
1994,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sangat Sulit,Tidak,4,700000,7,Tidak,"Jalur menantang, Kawah vulkanik, Padang savana luas",Jalur berpasir vulkanik,Penyewaan alat camping,Membutuhkan kendaraan pribadi,Hutan hijau lebat,Kemarau,4.2
1995,Baluran,Situbondo,1247,Sangat Mudah,Tidak,1,150000,1,Tidak,Jalur populer,Jalur berlumpur,"Basecamp dasar, Pusat informasi, Pos pendakian lengkap",Jalur pedesaan yang sempit,Pemandangan laut,Kemarau,3.6
1996,Argoyayang,Jombang; Malang,2162,Sedang,Ya,2,450000,4,Tergantung Musim,"Kawah belerang, Budaya lokal kental",Tangga alami,Pos pendakian lengkap,Membutuhkan kendaraan pribadi,Pemandangan perkebunan,Hindari Musim Hujan,2.8
1997,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,150000,3,Tidak,Budaya lokal kental,"Jalur aman dan terpelihara, Trek berbatu, Medan berbatu","Pusat informasi, Penyewaan alat camping, Warung",Mudah dijangkau kendaraan umum,Pemandangan danau,Musim Semi,4.3
1998,Kawi,Malang,2551,Sulit,Tidak,2,600000,4,Tergantung Musim,"Jalur utama, Artefak kuno","Medan terbuka tanpa naungan, Tanjakan terjal, Melewati sungai kecil","Pusat informasi, Penginapan sederhana",Jalur pedesaan yang sempit,Pemandangan kawah,Musim Semi,4.3
1999,Ijen,Banyuwangi,2386,Sedang,Tidak,2,250000,4,Tidak,"View matahari terbit, Puncak tertinggi",Melewati sungai kecil,"Pos pendakian lengkap, Area camping",Membutuhkan kendaraan pribadi,Pemandangan danau,Hindari Musim Hujan,4.5
2000,Lawu,Magetan,3265,Sulit,Tidak,2,400000,4,Tergantung Musim,"Spot sunrise terbaik, Kawah vulkanik",Jalur aman dan terpelihara,Penginapan sederhana,Membutuhkan kendaraan pribadi,Pemandangan kawah,Hindari Musim Hujan,4.1
2001,Baluran,Situbondo,1247,Mudah,Ya,1,300000,1,Tidak,"Puncak tertinggi, City lights, Jalur populer",Trek berbatu,"Shelter, Penyewaan alat camping",Mudah dijangkau kendaraan umum,Pemandangan danau,Kemarau,3.5
2002,Argoyayang,Jombang; Malang,2162,Sedang,Ya,1,450000,2,Tergantung Musim,"Kawah belerang, Jalur populer, Artefak kuno","Melewati sungai kecil, Area padang rumput, Jalur landai","Pusat informasi, Area camping, Sumber air",Mudah dijangkau kendaraan umum,Pemandangan danau,Kemarau,3.1
2003,Panderman,Batu,2045,Sedang,Tidak,2,450000,3,Tergantung Musim,Jalur menantang,Tanjakan terjal,Pusat informasi,"Akses sulit, perlu off-road",Pemandangan kawah,Musim Kemarau Awal,3.7
2004,Kawi,Malang,2551,Sulit,Tidak,3,600000,5,Tergantung Musim,"Situs purbakala, Desa adat","Medan berbatu, Jalur curam di beberapa titik",Penyewaan alat camping,"Akses sulit, perlu off-road",Sunset view,Musim Kemarau Awal,3.5
2005,Argoyayang,Jombang; Malang,2162,Sedang,Ya,1,450000,4,Tergantung Musim,Savana hijau,"Jalur berlumpur, Jalur panjang dan melelahkan, Variasi medan dataran rendah",Area camping,Membutuhkan kendaraan pribadi,Pemandangan laut,Musim Kemarau Awal,2.7
2006,Argoyayang,Jombang; Malang,2162,Sedang,Ya,1,350000,3,Tidak,"City lights, Jalur alternatif, Puncak tertinggi","Beberapa tanjakan curam, Jalur landai, Jalur berlumpur","Pusat informasi, Area parkir",Dekat jalan raya utama,Hutan hijau lebat,Musim Semi,2.7
2007,Ijen,Banyuwangi,2386,Mudah,Ya,2,300000,2,Tidak,"View matahari terbit, Kawah aktif, Ranu Kumbolo",Jalur panjang dan melelahkan,"Warung, Sumber air, Petugas siaga",Dekat jalan raya utama,Savana,Sepanjang Tahun,4.7
2008,Ijen,Banyuwangi,2386,Mudah,Ya,2,250000,2,Tidak,"Lautan pasir, Puncak tertinggi","Mendaki punggungan bukit, Jalur curam di beberapa titik","Area parkir, Basecamp dasar",Membutuhkan kendaraan pribadi,Savana,Sepanjang Tahun,5.0
2009,Baluran,Situbondo,1247,Mudah,Ya,2,150000,3,Tidak,"Danau kawah, Desa adat, View matahari terbit",Medan terbuka tanpa naungan,"Mushola, Sumber air, Shelter",Jalur pedesaan yang sempit,Pemandangan kota,Musim Kemarau Awal,3.3
2010,Butak,Malang; Blitar,2868,Sulit,Tidak,3,600000,4,Ya,"Savana hijau, Air terjun tersembunyi, Panorama kota",Jalur aman dan terpelihara,"Penginapan sederhana, Jasa porter, Mushola",Dekat jalan raya utama,Pemandangan laut,Hindari Musim Hujan,3.4
2011,Panderman,Batu,2045,Mudah,Ya,1,150000,1,Tidak,"Puncak ikonik, Gurun pasir","Jalur berpasir vulkanik, Tangga alami, Medan terbuka tanpa naungan",Area parkir,"Akses sulit, perlu off-road",Savana,Musim Kemarau Awal,4.1
2012,Panderman,Batu,2045,Mudah,Ya,2,150000,2,Tidak,"Pasir vulkanik, Jalur utama, Padang savana luas","Variasi medan dataran rendah, Tangga alami, Melintasi padang edelweis","Sumber air, Pos pendakian lengkap",Membutuhkan kendaraan pribadi,Pemandangan danau,Kemarau,4.2
2013,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,150000,3,Tidak,Padang savana luas,"Mendaki punggungan bukit, Melintasi padang edelweis",Petugas siaga,Jalur pedesaan yang sempit,Pemandangan kota,Hindari Musim Hujan,2.8
2014,Kelud,Kediri; Blitar; Malang,1731,Mudah,Ya,2,250000,3,Tidak,Artefak kuno,Jalur landai,"Toilet, Pusat informasi",Mudah dijangkau kendaraan umum,Pemandangan perkebunan,Sepanjang Tahun,3.8
2015,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,400000,5,Ya,Pemandangan kawah,Jalur curam di beberapa titik,"Warung, Penginapan sederhana, Area camping",Jalur pedesaan yang sempit,Hutan hijau lebat,Musim Kemarau Awal,3.7
2016,Lawu,Magetan,3265,Sulit,Tidak,2,600000,4,Ya,"Pasir vulkanik, Puncak tertinggi","Medan berbatu, Medan terbuka tanpa naungan, Area padang rumput","Toilet, Area parkir, Sumber air","Akses sulit, perlu off-road",Pemandangan kota,Musim Semi,4.4
2017,Argoyayang,Jombang; Malang,2162,Mudah,Ya,1,300000,2,Tidak,Ranu Kumbolo,"Hutan lebat dan lembab, Area padang rumput, Trek berbatu","Basecamp dasar, Pusat informasi",Jalur pedesaan yang sempit,Pemandangan perkebunan,Musim Semi,2.6
2018,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,600000,3,Ya,"Danau kawah, Spot sunrise terbaik","Medan terbuka tanpa naungan, Melintasi jalur rel kereta api tua",Penyewaan alat camping,Membutuhkan ojek lokal,Pemandangan laut,Musim Semi,2.9
2019,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Tidak,1,250000,4,Tidak,"Savana hijau, Jalur utama",Melewati sungai kecil,"Sumber air, Penyewaan alat camping, Toilet",Membutuhkan ojek lokal,Savana,Musim Semi,3.8
2020,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sangat Sulit,Tidak,3,900000,6,Tidak,Candi kuno,"Jalur aman dan terpelihara, Tangga alami",Penyewaan alat camping,Dekat jalan raya utama,Sunset view,Kemarau,4.5
2021,Ijen,Banyuwangi,2386,Mudah,Ya,2,300000,2,Tidak,"Puncak tertinggi, Pemandangan kawah","Beberapa tanjakan curam, Medan terbuka tanpa naungan, Hutan lebat dan lembab","Penginapan sederhana, Warung",Membutuhkan kendaraan pribadi,Sunset view,Musim Kemarau Awal,4.7
2022,Lawu,Magetan,3265,Sulit,Tidak,2,750000,5,Ya,"Candi kuno, Hamparan savana, Adat istiadat unik","Jalur licin saat hujan, Jalur berlumpur, Jalur curam di beberapa titik","Sumber air, Mushola, Toilet",Jalur pedesaan yang sempit,Pemandangan perkebunan,Musim Semi,4.6
2023,Biser,Bondowoso; Situbondo,1359,Sangat Mudah,Tidak,1,150000,0,Tidak,"Banyak air terjun kecil, Jalur populer",Jalur aman dan terpelihara,"Petugas siaga, Shelter, Pos pendakian lengkap",Jalur pedesaan yang sempit,Savana,Musim Kemarau Awal,2.9
2024,Baluran,Situbondo,1247,Sangat Mudah,Tidak,1,100000,0,Tidak,"Puncak tertinggi, Matahari terbit, Hutan pinus","Jalur panjang dan melelahkan, Trek berbatu",Area parkir,Mudah dijangkau kendaraan umum,Pemandangan kota,Sepanjang Tahun,3.6
2025,Berungkal,Lumajang,1040,Sangat Mudah,Tidak,1,200000,1,Tidak,"Air terjun alami, Pasir vulkanik","Variasi medan dataran rendah, Beberapa tanjakan curam, Jalur aman dan terpelihara","Shelter, Sumber air, Area parkir",Mudah dijangkau kendaraan umum,Savana,Sepanjang Tahun,3.0
2026,Butak,Malang; Blitar,2868,Sulit,Tidak,3,750000,4,Ya,"Artefak kuno, Savana hijau, Jalur menantang","Hutan lebat dan lembab, Jalur panjang dan melelahkan, Jalur aman dan terpelihara","Shelter, Warung, Sumber air",Jalur pedesaan yang sempit,Savana,Musim Semi,3.3
2027,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,2,250000,3,Tidak,"Hutan pinus, Adat istiadat unik","Melintasi padang edelweis, Tanjakan terjal","Basecamp dasar, Toilet","Akses sulit, perlu off-road",Pemandangan danau,Hindari Musim Hujan,3.3
2028,Suket,Bondowoso; Banyuwangi,2950,Sedang,Ya,2,350000,2,Tergantung Musim,Matahari terbit,Trek berbatu,"Pusat informasi, Sumber air, Penginapan sederhana",Dekat jalan raya utama,Pemandangan pegunungan,Sepanjang Tahun,2.7
2029,Argoyayang,Jombang; Malang,2162,Mudah,Ya,2,300000,1,Tidak,"Pemandangan kota dari ketinggian, Bukit savana, Ranu Kumbolo","Jalur curam di beberapa titik, Trek berbatu, Medan berbatu","Area parkir, Jasa porter, Shelter",Dekat jalan raya utama,Pemandangan danau,Sepanjang Tahun,3.0
2030,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,3,1500000,6,Tidak,"Ranu Kumbolo, Flora dan fauna unik, Lautan pasir",Melewati sungai kecil,"Jasa porter, Pusat informasi",Membutuhkan ojek lokal,Pemandangan pegunungan,Hindari Musim Hujan,4.0
2031,Butak,Malang; Blitar,2868,Sulit,Tidak,2,400000,4,Ya,"Hamparan savana, Panorama kota, Jalur menantang","Banyak bonus pemandangan, Hutan lebat dan lembab, Jalur berlumpur","Pusat informasi, Pos pendakian lengkap, Jasa porter",Mudah dijangkau kendaraan umum,Savana,Sepanjang Tahun,3.9
2032,Argoyayang,Jombang; Malang,2162,Mudah,Ya,2,250000,1,Tidak,"View matahari terbit, Puncak ikonik","Variasi medan dataran rendah, Trek berbatu, Medan berbatu","Penyewaan alat camping, Area camping",Jalur pedesaan yang sempit,Hutan hijau lebat,Sepanjang Tahun,3.3
2033,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,150000,2,Tidak,"Gurun pasir, Budaya lokal kental, Pemandangan kawah",Jalur landai,"Penginapan sederhana, Jasa porter, Pusat informasi",Jalur pedesaan yang sempit,Sunset view,Sepanjang Tahun,2.2
2034,Pandan,Bojonegoro; Madiun; Nganjuk,903,Sangat Mudah,Tidak,1,100000,2,Tidak,"Gurun pasir, Pemandangan kawah, Desa adat",Jalur aman dan terpelihara,Mushola,Membutuhkan ojek lokal,Pemandangan danau,Musim Semi,3.1
2035,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,2,750000,3,Ya,"Spot sunrise terbaik, Pemandangan kawah",Jalur curam di beberapa titik,"Mushola, Basecamp dasar, Shelter",Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Kemarau Awal,4.3
2036,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,3,750000,3,Tergantung Musim,"Spot sunrise terbaik, Kawah aktif","Variasi medan dataran rendah, Banyak bonus pemandangan","Jasa porter, Petugas siaga",Membutuhkan kendaraan pribadi,Sunset view,Musim Semi,3.1
2037,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,3,600000,5,Tergantung Musim,Flora dan fauna unik,Banyak bonus pemandangan,"Mushola, Toilet, Shelter",Dekat jalan raya utama,Sunset view,Kemarau,3.2
2038,Biser,Bondowoso; Situbondo,1359,Sangat Mudah,Tidak,1,200000,0,Tidak,Danau kawah,"Tanjakan terjal, Melintasi jalur rel kereta api tua, Medan terbuka tanpa naungan",Pusat informasi,Jalur pedesaan yang sempit,Savana,Musim Kemarau Awal,3.3
2039,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,2,300000,3,Tidak,"Banyak air terjun kecil, Puncak kembar",Medan terbuka tanpa naungan,"Penginapan sederhana, Jasa porter, Mushola","Akses sulit, perlu off-road",Pemandangan kawah,Kemarau,2.6
2040,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,3,750000,5,Tergantung Musim,Flora dan fauna unik,Medan terbuka tanpa naungan,"Penyewaan alat camping, Shelter, Warung",Membutuhkan ojek lokal,Savana,Musim Kemarau Awal,4.7
2041,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,600000,3,Tergantung Musim,"Situs purbakala, Flora dan fauna unik, Lautan pasir","Mendaki punggungan bukit, Jalur panjang dan melelahkan, Jalur berlumpur","Jasa porter, Petugas siaga",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Sepanjang Tahun,3.0
2042,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,750000,4,Ya,"Jalur menantang, Danau alami","Mendaki punggungan bukit, Medan terbuka tanpa naungan, Jalur panjang dan melelahkan","Area parkir, Pusat informasi",Membutuhkan ojek lokal,Savana,Musim Kemarau Awal,3.6
2043,Kawi,Malang,2551,Sulit,Tidak,2,750000,5,Tergantung Musim,Danau indah,"Tanjakan terjal, Area padang rumput","Area camping, Penginapan sederhana, Petugas siaga",Mudah dijangkau kendaraan umum,Sunset view,Sepanjang Tahun,3.6
2044,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,600000,4,Tergantung Musim,Jalur populer,"Jalur landai, Jalur berlumpur, Medan berbatu",Warung,Jalur pedesaan yang sempit,Sunset view,Kemarau,3.0
2045,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,3,400000,4,Ya,"Jalur populer, Flora dan fauna unik, Budaya lokal kental",Tangga alami,"Jasa porter, Toilet, Area parkir","Akses sulit, perlu off-road",Pemandangan laut,Musim Semi,3.1
2046,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,300000,2,Tidak,"Air terjun alami, Padang savana luas","Jalur panjang dan melelahkan, Jalur berlumpur, Beberapa tanjakan curam",Pusat informasi,"Akses sulit, perlu off-road",Hutan hijau lebat,Hindari Musim Hujan,3.7
2047,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,2,750000,5,Ya,"Air terjun alami, Hutan hujan tropis",Hutan lebat dan lembab,"Sumber air, Mushola, Warung",Jalur pedesaan yang sempit,Pemandangan pegunungan,Musim Semi,3.7
2048,Butak,Malang; Blitar,2868,Sedang,Ya,2,450000,2,Tidak,"Air terjun alami, Kawah belerang, Jalur populer",Jalur curam di beberapa titik,Toilet,Mudah dijangkau kendaraan umum,Pemandangan perkebunan,Sepanjang Tahun,3.8
2049,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,3,400000,4,Tergantung Musim,"Jalur populer, Pemandangan kawah, Panorama kota","Banyak bonus pemandangan, Medan terbuka tanpa naungan",Mushola,Mudah dijangkau kendaraan umum,Pemandangan laut,Musim Semi,4.2
2050,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,1,250000,2,Tidak,Puncak kembar,"Medan terbuka tanpa naungan, Tanjakan terjal, Jalur panjang dan melelahkan",Warung,Membutuhkan kendaraan pribadi,Hutan hijau lebat,Hindari Musim Hujan,4.5
2051,Butak,Malang; Blitar,2868,Sulit,Tidak,2,400000,4,Tergantung Musim,"Air terjun tersembunyi, Situs purbakala","Melintasi jalur rel kereta api tua, Medan terbuka tanpa naungan",Area camping,Mudah dijangkau kendaraan umum,Hutan hijau lebat,Kemarau,4.0
2052,Suket,Bondowoso; Banyuwangi,2950,Sedang,Tidak,2,250000,2,Tidak,"Hutan hujan tropis, Danau indah","Beberapa tanjakan curam, Hutan lebat dan lembab","Area parkir, Toilet, Petugas siaga",Jalur pedesaan yang sempit,Hutan hijau lebat,Kemarau,2.7
2053,Baluran,Situbondo,1247,Mudah,Ya,1,250000,1,Tidak,"Hamparan savana, Air terjun alami, City lights","Jalur curam di beberapa titik, Medan terbuka tanpa naungan","Pusat informasi, Pos pendakian lengkap","Akses sulit, perlu off-road",Pemandangan kawah,Hindari Musim Hujan,4.0
